group,id,year,value,coverage,long,lat,alt,x,y,logmax,mean,PM2.5mean,popdensity,Temperature,Precipitation,Vapour Pressure,logmean,Ts,Ps,longs,lats,alts,pds,VPs
ES1044A_2018,ES1044A,2018,76.155,95.89,-0.8711,41.6703,195,677222.4207,4615360.576,4.332770737,16.738,NA,27.59613571,15.88333333,45.46666667,10.75,2.817681584,0.387580867,-0.505244,0.895123257,0.271412932,-0.422043809,-0.800905432,-0.452899964
ES1044A_2019,ES1044A,2019,53.846,90.41,-0.8711,41.6703,195,677222.4207,4615360.576,3.98612812,11.608,NA,27.77635743,15.90833333,35.6,10.50833333,2.451694516,0.398990654,-0.811450139,0.895123257,0.271412932,-0.422043809,-0.800111331,-0.597786354
ES1044A_2020,ES1044A,2020,24.375,94.54,-0.8711,41.6703,195,677222.4207,4615360.576,3.193558017,7.54,NA,27.88679562,16.13333333,37.83333333,10.7,2.020222182,0.501678731,-0.742139966,0.895123257,0.271412932,-0.422043809,-0.799624713,-0.482876458
ES1047A_2017,ES1047A,2017,70.809,97.81,-0.9161,41.6514,212,673526.9104,4613170.484,4.259986111,18.998,NA,27.54877512,15.775,30.775,10.65833333,2.94433371,0.338138461,-0.961191148,0.879953891,0.262280653,-0.369211696,-0.801114114,-0.507856872
ES1047A_2018,ES1047A,2018,37.568,92.6,-0.9161,41.6514,212,673526.9104,4613170.484,3.626152624,13.978,NA,27.59613571,15.88333333,45.46666667,10.75,2.637484665,0.387580867,-0.505244,0.879953891,0.262280653,-0.369211696,-0.800905432,-0.452899964
ES1047A_2019,ES1047A,2019,60.146,94.79,-0.9161,41.6514,212,673526.9104,4613170.484,4.09677494,18.709,NA,27.77635743,15.90833333,35.6,10.50833333,2.929004692,0.398990654,-0.811450139,0.879953891,0.262280653,-0.369211696,-0.800111331,-0.597786354
ES1047A_2020,ES1047A,2020,63.889,99.73,-0.9161,41.6514,212,673526.9104,4613170.484,4.157147203,16.903,NA,27.88679562,16.13333333,37.83333333,10.7,2.827491121,0.501678731,-0.742139966,0.879953891,0.262280653,-0.369211696,-0.799624713,-0.482876458
ES1047A_2021,ES1047A,2021,59.757,96.99,-0.9161,41.6514,212,673526.9104,4613170.484,4.090286339,18.467,NA,27.54848174,15.43333333,37.575,10.49166667,2.915985355,0.182204713,-0.750157187,0.879953891,0.262280653,-0.369211696,-0.801115407,-0.607778515
ES1067A_2020,ES1067A,2020,93.844,74.59,-6.8886,37.2193,28,154932.2128,4126289.512,4.541633829,16.819,NA,97.28823853,19.18333333,37.66666667,14.675,2.8225092,1.893672663,-0.747312366,-1.133358069,-1.879263007,-0.941041629,-0.493825061,1.900254826
ES1067A_2021,ES1067A,2021,60.15,92.33,-6.8886,37.2193,28,154932.2128,4126289.512,4.096841442,20.396,NA,97.60797772,18.91666667,31.325,14.33333333,3.015338803,1.771968279,-0.944122224,-1.133358069,-1.879263007,-0.941041629,-0.492416212,1.695415447
ES1072A_2020,ES1072A,2020,142.979,93.44,-5.3484,36.1594,1,288752.9263,4004183.699,4.962697766,19.294,7.405,97.28823853,18.675,46.63333333,15.125,2.959794167,1.661673676,-0.469037193,-0.614161237,-2.391395433,-1.024951456,-0.493825061,2.170043273
ES1072A_2021,ES1072A,2021,72.414,95.07,-5.3484,36.1594,1,288752.9263,4004183.699,4.282399651,21.939,7.983,97.60797772,18.45833333,44.60833333,14.75833333,3.088265875,1.562788859,-0.531881865,-0.614161237,-2.391395433,-1.024951456,-0.492416212,1.950215648
ES1096A_2017,ES1096A,2017,229.833,98.9,-7.8779,42.353,132,98219.06741,4700507.456,5.437352958,21.405,12.116,91.52228309,13.30833333,71.88333333,10.05,3.06362454,-0.787627125,0.314581558,-1.466848152,0.601286323,-0.617833406,-0.519231264,-0.872570882
ES1096A_2018,ES1096A,2018,57.167,96.16,-7.8779,42.353,132,98219.06741,4700507.456,4.045976809,23.574,9.616,91.35727328,12.80833333,117.8,10.09166667,3.16014441,-1.015822851,1.739578033,-1.466848152,0.601286323,-0.617833406,-0.519958338,-0.847590468
ES1096A_2019,ES1096A,2019,68.583,98.08,-7.8779,42.353,132,98219.06741,4700507.456,4.228044691,23.649,10.184,91.3478055,13.04166667,106.55,9.925,3.163320831,-0.909331509,1.390440965,-1.466848152,0.601286323,-0.617833406,-0.520000055,-0.947512117
ES1096A_2020,ES1096A,2020,121.667,97.27,-7.8779,42.353,132,98219.06741,4700507.456,4.801287805,25.951,8.061,91.28727937,13.36666667,99.03333333,10.05833333,3.256210145,-0.761004287,1.15716568,-1.466848152,0.601286323,-0.617833406,-0.520266748,-0.867574801
ES1096A_2021,ES1096A,2021,110,96.99,-7.8779,42.353,132,98219.06741,4700507.456,4.700480366,25.389,9.924,91.01092176,12.89166667,106.8583333,9.908333333,3.234316009,-0.977790227,1.400009906,-1.466848152,0.601286323,-0.617833406,-0.521484447,-0.957504282
ES1137A_2017,ES1137A,2017,147.636,98.08,-8.7421,42.219,53,26009.60905,4690080.343,4.994749785,29.837,11.2,91.52228309,15.275,103.0083333,12.26666667,3.395749234,0.109942735,1.280527443,-1.758167398,0.536538946,-0.863347345,-0.519231264,0.456387027
ES1137A_2018,ES1137A,2018,63.708,97.81,-8.7421,42.219,53,26009.60905,4690080.343,4.154310143,21.759,10.457,91.35727328,14.71666667,168.4,12.3,3.080027465,-0.144875825,3.309918975,-1.758167398,0.536538946,-0.863347345,-0.519958338,0.476371355
ES1137A_2019,ES1137A,2019,98,97.53,-8.7421,42.219,53,26009.60905,4690080.343,4.584967479,23.011,10.475,91.3478055,14.975,151.925,12.19166667,3.135972362,-0.026974701,2.798627137,-1.758167398,0.536538946,-0.863347345,-0.520000055,0.411422286
ES1137A_2020,ES1137A,2020,87.458,98.91,-8.7421,42.219,53,26009.60905,4690080.343,4.471158678,22.895,9.189,91.28727937,15.36666667,142.775,12.26666667,3.130918546,0.15177862,2.514662322,-1.758167398,0.536538946,-0.863347345,-0.520266748,0.456387027
ES1137A_2021,ES1137A,2021,81.458,96.44,-8.7421,42.219,53,26009.60905,4690080.343,4.40008755,17.813,9.67,91.01092176,14.88333333,154.2583333,12.16666667,2.879928528,-0.068810586,2.87104075,-1.758167398,0.536538946,-0.863347345,-0.521484447,0.396434039
ES1138A_2017,ES1138A,2017,117.958,90.96,-8.4206,43.3671,35,60777.52545,4815870.833,4.770328629,32.716,14.265,91.52228309,14.13333333,79.59166667,11.85833333,3.487864255,-0.411104176,0.553805104,-1.649790706,1.091288676,-0.919287229,-0.519231264,0.211578988
ES1138A_2018,ES1138A,2018,77.476,98.08,-8.4206,43.3671,35,60777.52545,4815870.833,4.349968211,31.182,14.512,91.35727328,13.71666667,125.6916667,11.91666667,3.439841005,-0.601267278,1.984491221,-1.649790706,1.091288676,-0.919287229,-0.519958338,0.246551568
ES1138A_2019,ES1138A,2019,70.708,94.79,-8.4206,43.3671,35,60777.52545,4815870.833,4.258558721,26.072,11.841,91.3478055,13.91666667,117.7916667,11.71666667,3.260861942,-0.509988988,1.739319414,-1.649790706,1.091288676,-0.919287229,-0.520000055,0.126645592
ES1148A_2017,ES1148A,2017,66.015,99.73,2.2222,41.4256,7,936433.5495,4599183.65,4.189881989,27.784,16.288,232.4531357,17.11666667,40.75,13.3,3.324460315,0.950463663,-0.651622948,1.937865473,0.153176491,-1.006304828,0.10174438,1.075901237
ES1148A_2018,ES1148A,2018,71.773,100,2.2222,41.4256,7,936433.5495,4599183.65,4.273508361,24.834,14.823,234.4015071,17.35,72.70833333,13.39166667,3.212213682,1.056955,0.340184943,1.937865473,0.153176491,-1.006304828,0.110329379,1.130858145
ES1148A_2019,ES1148A,2019,91.042,99.73,2.2222,41.4256,7,936433.5495,4599183.65,4.511320939,24.246,15.745,236.9493056,17.275,49.21666667,13.23333333,3.188251655,1.022725641,-0.388864977,1.937865473,0.153176491,-1.006304828,0.1215556,1.035932576
ES1148A_2020,ES1148A,2020,82.625,100,2.2222,41.4256,7,936433.5495,4599183.65,4.414312298,21.363,12.957,238.5813041,17.375,53.58333333,13.33333333,3.061660454,1.068364787,-0.253348071,1.937865473,0.153176491,-1.006304828,0.128746582,1.095885565
ES1148A_2021,ES1148A,2021,106.25,97.81,2.2222,41.4256,7,936433.5495,4599183.65,4.665794808,23.5,13.672,239.1296631,16.83333333,49.31666667,13.19166667,3.157000421,0.821152748,-0.385761537,1.937865473,0.153176491,-1.006304828,0.131162786,1.010952169
ES1160A_2017,ES1160A,2017,85.167,96.71,-3.6756,42.3508,929,444356.6534,4688947.349,4.444614035,15.44,NA,91.52228309,11.75,35.05833333,9.358333333,2.736961545,-1.498837138,-0.828260442,-0.050265339,0.600223307,1.85906038,-0.519231264,-1.287245717
ES1160A_2018,ES1160A,2018,79.792,100,-3.6756,42.3508,929,444356.6534,4688947.349,4.379423249,15.947,NA,91.35727328,11.55,59.38333333,9.458333333,2.769270724,-1.590115428,-0.073348517,-0.050265339,0.600223307,1.85906038,-0.519958338,-1.227292729
ES1160A_2019,ES1160A,2019,72.542,100,-3.6756,42.3508,929,444356.6534,4688947.349,4.284165704,18.638,NA,91.3478055,11.7,47.175,9.208333333,2.925202507,-1.52165671,-0.45222689,-0.050265339,0.600223307,1.85906038,-0.520000055,-1.3771752
ES1160A_2020,ES1160A,2020,81.208,99.45,-3.6756,42.3508,929,444356.6534,4688947.349,4.397013764,14.902,NA,91.01092176,11.98333333,47.275,9.4,2.701495432,-1.3923458,-0.449123449,-0.050265339,0.600223307,1.85906038,-0.521484447,-1.262265306
ES1160A_2021,ES1160A,2021,114.792,100,-3.6756,42.3508,929,444356.6534,4688947.349,4.743121795,13.233,NA,11.8,11.375,47.51666667,9.158333333,2.58271371,-1.669983933,-0.441623467,-0.050265339,0.600223307,1.85906038,-0.870507051,-1.407151694
ES1161A_2017,ES1161A,2017,86.208,98.63,-5.5872,42.6039,838,287765.9363,4720074.896,4.456762981,23.676,NA,91.52228309,10.68333333,51.55833333,8.458333333,3.164461877,-1.985654689,-0.316192744,-0.694660006,0.722518539,1.576253185,-0.519231264,-1.826822612
ES1161A_2018,ES1161A,2018,78.87,99.18,-5.5872,42.6039,838,287765.9363,4720074.896,4.367800927,20.798,NA,91.35727328,10.275,80.61666667,8.541666667,3.034856828,-2.172014531,0.58561537,-0.694660006,0.722518539,1.576253185,-0.519958338,-1.776861788
ES1161A_2019,ES1161A,2019,62.542,99.45,-5.5872,42.6039,838,287765.9363,4720074.896,4.135838331,20.179,NA,91.3478055,10.48333333,72.68333333,8.283333333,3.00464246,-2.07693298,0.339409083,-0.694660006,0.722518539,1.576253185,-0.520000055,-1.931740341
ES1161A_2020,ES1161A,2020,104.25,98.63,-5.5872,42.6039,838,287765.9363,4720074.896,4.646791861,17.666,NA,91.01092176,10.83333333,68.15,8.483333333,2.871641888,-1.917195971,0.198719776,-0.694660006,0.722518539,1.576253185,-0.521484447,-1.811834365
ES1161A_2021,ES1161A,2021,97,99.73,-5.5872,42.6039,838,287765.9363,4720074.896,4.574710979,17.185,8.734,11.8,10.33333333,73.51666667,8.25,2.84403691,-2.145391698,0.365271088,-0.694660006,0.722518539,1.576253185,-0.870507051,-1.951724671
ES1162A_2017,ES1162A,2017,121.292,94.25,-4.9092,41.3164,721,340199.7979,4575639.552,4.798200862,19.035,NA,91.52228309,13.66666667,20.70833333,9.016666667,2.94627939,-0.624086851,-1.273604168,-0.466108225,0.10041221,1.212643934,-0.519231264,-1.492085094
ES1162A_2018,ES1162A,2018,106.25,99.45,-4.9092,41.3164,721,340199.7979,4575639.552,4.665794808,21.209,NA,91.35727328,13.25,39.95833333,9.083333333,3.05442562,-0.814249958,-0.676191853,-0.466108225,0.10041221,1.212643934,-0.519958338,-1.452116435
ES1162A_2019,ES1162A,2019,58.167,99.73,-4.9092,41.3164,721,340199.7979,4575639.552,4.063318184,24.729,NA,91.3478055,13.44166667,26,8.916666667,3.207976644,-0.726774928,-1.109380436,-0.466108225,0.10041221,1.212643934,-0.520000055,-1.552038082
ES1162A_2020,ES1162A,2020,138.292,98.36,-4.9092,41.3164,721,340199.7979,4575639.552,4.929367392,25.082,NA,91.01092176,13.725,32.19166667,9.033333333,3.222150457,-0.597464018,-0.917225739,-0.466108225,0.10041221,1.212643934,-0.521484447,-1.482092929
ES1162A_2021,ES1162A,2021,116.667,100,-4.9092,41.3164,721,340199.7979,4575639.552,4.759323723,16.995,7.307,11.8,13.275,34.40833333,8.866666667,2.832919183,-0.802840172,-0.848432806,-0.466108225,0.10041221,1.212643934,-0.870507051,-1.582014576
ES1163A_2017,ES1163A,2017,54.087,96.71,-2.9175,42.6844,471,506758.7527,4725772.221,3.990593861,21.51,NA,91.52228309,12.78333333,55.28333333,10.125,3.068517943,-1.027232638,-0.200589581,0.205287912,0.761415285,0.43570109,-0.519231264,-0.82760614
ES1163A_2018,ES1163A,2018,54.25,96.71,-2.9175,42.6844,471,506758.7527,4725772.221,3.993602992,22.044,NA,91.35727328,12.70833333,80.24166667,10.25833333,3.093040456,-1.061461997,0.573977468,0.205287912,0.761415285,0.43570109,-0.519958338,-0.747668825
ES1163A_2019,ES1163A,2019,54.292,90.68,-2.9175,42.6844,471,506758.7527,4725772.221,3.994376886,19.262,NA,91.3478055,12.75,69.98333333,9.95,2.958134243,-1.042445685,0.255616187,0.205287912,0.761415285,0.43570109,-0.520000055,-0.93252387
ES1169A_2017,ES1169A,2017,94.751,95.62,-5.3914,36.2088,51,285019.3721,4009758.978,4.551252398,23.432,NA,96.36453225,18.94166667,42.3,14.83333333,3.15410261,1.783378065,-0.603519619,-0.628656409,-2.367525878,-0.869562887,-0.497895136,1.995180389
ES1169A_2018,ES1169A,2018,69.213,92.33,-5.3914,36.2088,51,285019.3721,4009758.978,4.237188706,20.728,NA,96.47006921,18.08333333,66.625,14.64166667,3.031485443,1.391642065,0.151392307,-0.628656409,-2.367525878,-0.869562887,-0.497430114,1.880270499
ES1169A_2019,ES1169A,2019,51.987,89.04,-5.3914,36.2088,51,285019.3721,4009758.978,3.950993687,22.272,NA,96.85955906,18.5,35.83333333,14.6,3.103330284,1.581805172,-0.804208778,-0.628656409,-2.367525878,-0.869562887,-0.495713927,1.855290085
ES1169A_2020,ES1169A,2020,135.801,97.81,-5.3914,36.2088,51,285019.3721,4009758.978,4.911190579,21.08,NA,97.28823853,18.675,46.63333333,15.125,3.048324724,1.661673676,-0.469037193,-0.628656409,-2.367525878,-0.869562887,-0.493825061,2.170043273
ES1169A_2021,ES1169A,2021,71.473,96.71,-5.3914,36.2088,51,285019.3721,4009758.978,4.269319756,22.75,NA,97.60797772,18.45833333,44.60833333,14.75833333,3.124565145,1.562788859,-0.531881865,-0.628656409,-2.367525878,-0.869562887,-0.492416212,1.950215648
ES1174A_2017,ES1174A,2017,105.167,94.79,-7.4519,42.7261,620,135495.8667,4740017.714,4.655549563,12.514,NA,91.52228309,12.08333333,66.40833333,9.825,2.526848018,-1.346706655,0.144668185,-1.323244821,0.781564282,0.898759025,-0.519231264,-1.007465105
ES1174A_2018,ES1174A,2018,64.417,91.78,-7.4519,42.7261,620,135495.8667,4740017.714,4.165377573,9.945,NA,91.35727328,11.65833333,105.9333333,9.908333333,2.297069912,-1.540673022,1.371303081,-1.323244821,0.781564282,0.898759025,-0.519958338,-0.957504282
ES1174A_2019,ES1174A,2019,51.917,94.52,-7.4519,42.7261,620,135495.8667,4740017.714,3.94964629,8.752,NA,91.3478055,11.86666667,95.61666667,9.683333333,2.169282246,-1.445591467,1.05113146,-1.323244821,0.781564282,0.898759025,-0.520000055,-1.092398506
ES1174A_2020,ES1174A,2020,103.458,93.44,-7.4519,42.7261,620,135495.8667,4740017.714,4.639165733,8.747,NA,91.28727937,12.25833333,88.34166667,9.841666667,2.168710784,-1.266838151,0.825356157,-1.323244821,0.781564282,0.898759025,-0.520266748,-0.99747294
ES1175A_2017,ES1175A,2017,52.479,80.82,-7.4494,42.7153,600,135637.2641,4738807.35,3.96041309,11.416,11.641,91.52228309,12.08333333,66.40833333,9.825,2.43501588,-1.346706655,0.144668185,-1.322402079,0.776345837,0.836603598,-0.519231264,-1.007465105
ES1175A_2018,ES1175A,2018,41.633,96.16,-7.4494,42.7153,600,135637.2641,4738807.35,3.728893122,11.5,11.065,91.35727328,11.65833333,105.9333333,9.908333333,2.442347035,-1.540673022,1.371303081,-1.322402079,0.776345837,0.836603598,-0.519958338,-0.957504282
ES1175A_2019,ES1175A,2019,93.4,91.78,-7.4494,42.7153,600,135637.2641,4738807.35,4.536891345,22.216,8.82,91.3478055,11.86666667,95.61666667,9.683333333,3.10081275,-1.445591467,1.05113146,-1.322402079,0.776345837,0.836603598,-0.520000055,-1.092398506
ES1175A_2020,ES1175A,2020,193.208,96.45,-7.4494,42.7153,600,135637.2641,4738807.35,5.263767329,17.346,8.311,91.28727937,12.25833333,88.34166667,9.841666667,2.853361932,-1.266838151,0.825356157,-1.322402079,0.776345837,0.836603598,-0.520266748,-0.99747294
ES1181A_2017,ES1181A,2017,104.417,90.41,-0.4472,39.4811,41,719560.7221,4373278.079,4.648392497,21.206,9.418,212.457966,18.825,26.03333333,14.325,3.054284161,1.730132394,-1.108345956,1.038018684,-0.786385263,-0.900640601,0.013640795,1.690419367
ES1181A_2018,ES1181A,2018,64.375,99.45,-0.4472,39.4811,41,719560.7221,4373278.079,4.164725359,23.695,12.692,213.313266,18.20833333,48.85,13.98333333,3.165264055,1.448690996,-0.40024426,1.038018684,-0.786385263,-0.900640601,0.017409455,1.485579989
ES1181A_2019,ES1181A,2019,74.833,98.9,-0.4472,39.4811,41,719560.7221,4373278.079,4.315258964,26.953,13.321,215.1004085,18.50833333,34.4,13.95,3.294094608,1.585608432,-0.848691426,1.038018684,-0.786385263,-0.900640601,0.02528404,1.465595661
ES1181A_2020,ES1181A,2020,82.625,94.81,-0.4472,39.4811,41,719560.7221,4373278.079,4.414312298,20.946,10.993,216.6497527,18.8,38.65833333,14.35833333,3.041947697,1.718722608,-0.716536581,1.038018684,-0.786385263,-0.900640601,0.032110828,1.710403695
ES1181A_2021,ES1181A,2021,70.667,97.81,-0.4472,39.4811,41,719560.7221,4373278.079,4.257978703,19.29,11.564,218.1112019,18.68333333,38.86666667,14.25833333,2.959586827,1.665476936,-0.710071079,1.038018684,-0.786385263,-0.900640601,0.038550329,1.650450706
ES1182A_2017,ES1182A,2017,45,89.86,-0.19,38.9667,22,743457.453,4316837.3,3.80666249,16.349,NA,212.457966,17.16666667,30.98333333,13.38333333,2.794166733,0.973283235,-0.954725647,1.124720038,-1.034937881,-0.959688257,0.013640795,1.125862059
ES1182A_2018,ES1182A,2018,37.958,91.51,-0.19,38.9667,22,743457.453,4316837.3,3.636480285,14.473,NA,213.313266,16.55833333,53.98333333,13.075,2.672284845,0.695645098,-0.240934309,1.124720038,-1.034937881,-0.959688257,0.017409455,0.941007014
ES1182A_2019,ES1182A,2019,37.417,78.08,-0.19,38.9667,22,743457.453,4316837.3,3.622125147,15.816,NA,215.1004085,16.84166667,36.05,13.1,2.761022086,0.824956013,-0.797484656,1.124720038,-1.034937881,-0.959688257,0.02528404,0.955995261
ES1182A_2020,ES1182A,2020,136.083,79.51,-0.19,38.9667,22,743457.453,4316837.3,4.913264994,15.541,NA,216.6497527,17.15833333,39.225,13.29166667,2.743481693,0.96947997,-0.698950417,1.124720038,-1.034937881,-0.959688257,0.032110828,1.070905157
ES1193A_2017,ES1193A,2017,144.708,98.08,-3.7492,40.42,645,436441.7541,4474644.247,4.974717919,19.59,NA,811.3079223,15.83333333,22.19166667,10.63333333,2.975019232,0.364761295,-1.227569799,-0.07507568,-0.332718752,0.97645331,2.652319486,-0.522845119
ES1193A_2018,ES1193A,2018,87.042,98.9,-3.7492,40.42,645,436441.7541,4474644.247,4.466390761,16.896,8.364,821.571998,15.28333333,44.89166667,10.99166667,2.827076908,0.113745995,-0.523088783,-0.07507568,-0.332718752,0.97645331,2.697545502,-0.308013573
ES1193A_2019,ES1193A,2019,46.458,99.45,-3.7492,40.42,645,436441.7541,4474644.247,3.838548679,12.944,8.865,833.8764325,15.54166667,26.725,10.7,2.56063236,0.231647124,-1.086880492,-0.07507568,-0.332718752,0.97645331,2.751761836,-0.482876458
ES1193A_2020,ES1193A,2020,82.5,99.18,-3.7492,40.42,645,436441.7541,4474644.247,4.412798293,15.984,8.892,840.9877927,15.81666667,33.525,10.775,2.771588222,0.357154774,-0.875846531,-0.07507568,-0.332718752,0.97645331,2.78309622,-0.437911717
ES1193A_2021,ES1193A,2021,93.333,89.86,-3.7492,40.42,645,436441.7541,4474644.247,4.536173743,18.571,9.708,843.1879671,15.50833333,36.15,10.59166667,2.921601224,0.216434072,-0.794381216,-0.07507568,-0.332718752,0.97645331,2.792790724,-0.547825527
ES1208A_2017,ES1208A,2017,57.24,96.44,1.1202,41.1508,102,845764.5097,4563685.984,4.047252955,21.506,NA,232.4531357,15.75,41.60833333,11.50833333,3.068331966,0.326728675,-0.624985083,1.566384556,0.020396048,-0.711066547,0.10174438,0.001743529
ES1208A_2018,ES1208A,2018,66.083,95.89,1.1202,41.1508,102,845764.5097,4563685.984,4.190911528,19.378,NA,234.4015071,15.85833333,66.13333333,11.60833333,2.964138402,0.376171081,0.136133724,1.566384556,0.020396048,-0.711066547,0.110329379,0.061696517
ES1208A_2019,ES1208A,2019,90.542,87.12,1.1202,41.1508,102,845764.5097,4563685.984,4.505813831,17.701,NA,236.9493056,15.85,46.66666667,11.45,2.873621135,0.37236782,-0.468002713,1.566384556,0.020396048,-0.711066547,0.1215556,-0.033229046
ES1208A_2020,ES1208A,2020,106.958,93.72,1.1202,41.1508,102,845764.5097,4563685.984,4.672436234,18.532,NA,238.5813041,16.00833333,53.45833333,11.55833333,2.919498968,0.444629799,-0.257227372,1.566384556,0.020396048,-0.711066547,0.128746582,0.031720023
ES1208A_2021,ES1208A,2021,129.5,93.97,1.1202,41.1508,102,845764.5097,4563685.984,4.863680881,20.753,NA,239.1296631,15.425,49.31666667,11.40833333,3.032690815,0.178401453,-0.385761537,1.566384556,0.020396048,-0.711066547,0.131162786,-0.05820946
ES1234A_2017,ES1234A,2017,109.167,98.36,-8.472,43.3353,240,56379.65546,4812611.08,4.69287882,15.86,NA,91.52228309,14.13333333,79.59166667,11.85833333,2.763800216,-0.411104176,0.553805104,-1.667117493,1.075923253,-0.282194097,-0.519231264,0.211578988
ES1234A_2018,ES1234A,2018,71.754,99.45,-8.472,43.3353,240,56379.65546,4812611.08,4.273243602,14.863,NA,91.35727328,13.71666667,125.6916667,11.91666667,2.698874903,-0.601267278,1.984491221,-1.667117493,1.075923253,-0.282194097,-0.519958338,0.246551568
ES1234A_2019,ES1234A,2019,101.171,100,-8.472,43.3353,240,56379.65546,4812611.08,4.616812155,17.445,NA,91.3478055,13.91666667,117.7916667,11.71666667,2.859053075,-0.509988988,1.739319414,-1.667117493,1.075923253,-0.282194097,-0.520000055,0.126645592
ES1234A_2020,ES1234A,2020,79.292,99.73,-8.472,43.3353,240,56379.65546,4812611.08,4.373137241,17.033,NA,91.28727937,14.325,107.4416667,11.875,2.835152639,-0.323629146,1.418113312,-1.667117493,1.075923253,-0.282194097,-0.520266748,0.221571154
ES1234A_2021,ES1234A,2021,124.304,82.19,-8.472,43.3353,240,56379.65546,4812611.08,4.822730178,17.948,NA,91.01092176,13.73333333,114.2666667,11.675,2.887478688,-0.593660757,1.629923133,-1.667117493,1.075923253,-0.282194097,-0.521484447,0.101665178
ES1239A_2017,ES1239A,2017,161,98.63,-0.3758,39.4561,11,725783.3473,4370679.558,5.081404365,23.119,11.336,212.457966,18.825,26.03333333,14.325,3.14065479,1.730132394,-1.108345956,1.062087412,-0.798464997,-0.993873742,0.013640795,1.690419367
ES1239A_2018,ES1239A,2018,91.667,81.1,-0.3758,39.4561,11,725783.3473,4370679.558,4.518162445,27.23,15.163,213.313266,18.20833333,48.85,13.98333333,3.304319307,1.448690996,-0.40024426,1.062087412,-0.798464997,-0.993873742,0.017409455,1.485579989
ES1239A_2019,ES1239A,2019,74.208,91.78,-0.3758,39.4561,11,725783.3473,4370679.558,4.306871961,22.554,11.807,215.1004085,18.50833333,34.4,13.95,3.115912434,1.585608432,-0.848691426,1.062087412,-0.798464997,-0.993873742,0.02528404,1.465595661
ES1239A_2020,ES1239A,2020,96.167,96.45,-0.3758,39.4561,11,725783.3473,4370679.558,4.566086263,14.114,9.094,216.6497527,18.8,38.65833333,14.35833333,2.647167213,1.718722608,-0.716536581,1.062087412,-0.798464997,-0.993873742,0.032110828,1.710403695
ES1239A_2021,ES1239A,2021,42.542,97.26,-0.3758,39.4561,11,725783.3473,4370679.558,3.750491823,12.592,8.285,218.1112019,18.68333333,38.86666667,14.25833333,2.533061692,1.665476936,-0.710071079,1.062087412,-0.798464997,-0.993873742,0.038550329,1.650450706
ES1244A_2017,ES1244A,2017,43.167,99.45,-2.9352,43.2675,33,505258.771,4790522.951,3.765076314,18.633,NA,299.8479403,14.225,82.86666667,11.55833333,2.924934202,-0.369268291,0.655442784,0.199321295,1.043163013,-0.925502772,0.398702296,0.031720023
ES1244A_2018,ES1244A,2018,46.292,98.63,-2.9352,43.2675,33,505258.771,4790522.951,3.83496916,17.827,NA,300.5764446,14.19166667,115.5333333,11.675,2.880714162,-0.384481338,1.669233378,0.199321295,1.043163013,-0.925502772,0.401912263,0.101665178
ES1244A_2019,ES1244A,2019,49.875,98.36,-2.9352,43.2675,33,505258.771,4790522.951,3.909519875,16.502,NA,301.8399226,14.25,104.4333333,11.34166667,2.803481586,-0.357858505,1.324751472,0.199321295,1.043163013,-0.925502772,0.407479455,-0.098178114
ES1244A_2020,ES1244A,2020,78.958,97.81,-2.9352,43.2675,33,505258.771,4790522.951,4.368916066,16.282,9.432,302.3942494,14.58333333,100.1416667,11.6,2.790060203,-0.205728022,1.191562148,0.199321295,1.043163013,-0.925502772,0.409921954,0.056700437
ES1244A_2021,ES1244A,2021,85.708,93.97,-2.9352,43.2675,33,505258.771,4790522.951,4.45094617,16.508,9.526,300.9774675,13.78333333,99.35833333,11.31666667,2.803845112,-0.570841184,1.167251862,0.199321295,1.043163013,-0.925502772,0.403679268,-0.113166362
ES1253A_2020,ES1253A,2020,155.378,98.63,-3.7839,38.0929,368,431262.07,4216412.659,5.045860858,30.178,14.36,97.28823853,17.16666667,32.74166667,12.49166667,3.407113182,0.973283235,-0.900156816,-0.086772947,-1.457148763,0.115600639,-0.493825061,0.591281251
ES1253A_2021,ES1253A,2021,119.885,98.9,-3.7839,38.0929,368,431262.07,4216412.659,4.78653295,31.114,12.65,97.60797772,16.95833333,34.13333333,12.4,3.437657879,0.87820168,-0.856967268,-0.086772947,-1.457148763,0.115600639,-0.492416212,0.536324343
ES1256A_2018,ES1256A,2018,56.129,86.03,-6.9255,37.2602,23,151844.9309,4130965.063,4.027652613,24.423,NA,96.47006921,18.56666667,52.4,14.3,3.195525311,1.61223127,-0.290072118,-1.145796949,-1.859500561,-0.956580486,-0.497430114,1.67543112
ES1256A_2019,ES1256A,2019,55.492,84.66,-6.9255,37.2602,23,151844.9309,4130965.063,4.016238866,23.864,NA,96.85955906,18.95,24.90833333,14.24166667,3.172371047,1.787181325,-1.143259663,-1.145796949,-1.859500561,-0.956580486,-0.495713927,1.640458546
ES1256A_2020,ES1256A,2020,62.591,81.15,-6.9255,37.2602,23,151844.9309,4130965.063,4.136621498,18.503,NA,97.28823853,19.18333333,37.66666667,14.675,2.917932881,1.893672663,-0.747312366,-1.145796949,-1.859500561,-0.956580486,-0.493825061,1.900254826
ES1256A_2021,ES1256A,2021,69.338,90.41,-6.9255,37.2602,23,151844.9309,4130965.063,4.238993096,23.155,NA,97.60797772,18.91666667,31.325,14.33333333,3.14221074,1.771968279,-0.944122224,-1.145796949,-1.859500561,-0.956580486,-0.492416212,1.695415447
